126,After the Storm (feat. Tyler the Creator & Bootsy Collins)/Kali Uchis,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
125,I Don't Love/Have a Nice Life,"['Jackson_Joe', 'Marcelosgc1', 'suicidxbladxs']"
124,Cookie/NewJeans,['PbzSmith']
124,Hype Boy/NewJeans,"['haimond', 'Jackson_Joe']"
124,Клетка/Molchat Doma,"['haimond', 'PbzSmith', 'suicidxbladxs']"
123,Miss Lexotan 6MG Garota/Jupiter Apple,"['OsvaldoMusicas', 'PbzSmith']"
123,Rapp Snitch Knishes feat. Mr. Fantastik/MF DOOM,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
121,Inside Out/Duster,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
121,See You Again (feat. Kali Uchis)/Tyler the Creator,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
120,Aoi Koi Daidaiiro no Hi/MASS OF THE FERMENTING DREGS,"['haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
120,If Ever I Would Leave You/Stan Getz,"['haimond', 'suicidxbladxs']"
119,Судно (Борис Рижий)/Molchat Doma,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
118,A Horse With No Name/America,"['haimond', 'Jackson_Joe', 'suicidxbladxs']"
118,In The Wee Small Hours Of The Morning/Gerry Mulligan Sextet,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
118,Lilacs In The Rain/Junior Mance,"['Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
118,Lovers Rock/TV Girl,"['Marcelosgc1', 'OsvaldoMusicas']"
118,The Day of Night/Akira Yamaoka,"['haimond', 'suicidxbladxs']"
118,The Theme From Black Orpheus/Paul Desmond,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
117,Helena/My Chemical Romance,"['haimond', 'suicidxbladxs']"
117,Prelude In E Minor/Gerry Mulligan Sextet,['PbzSmith']
117,Stars Will Fall/Duster,"['haimond', 'Marcelosgc1', 'suicidxbladxs']"
117,Young Girl Seventeen Sexually Knowing/NUMBER GIRL,"['haimond', 'OsvaldoMusicas', 'suicidxbladxs']"
116,Blue Hair/TV Girl,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
116,Constellations/Duster,"['Jackson_Joe', 'Marcelosgc1', 'suicidxbladxs']"
114,No Surprises/Radiohead,"['Marcelosgc1', 'OsvaldoMusicas']"
113,It Never Entered My Mind/Miles Davis Quintet,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
112,MONTERO (Call Me by Your Name)/Lil Nas X,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
112,Unrecovery/Duster,"['Marcelosgc1', 'PbzSmith']"
112,delusionalism/MASS OF THE FERMENTING DREGS,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
111,Babylon.../Loathe,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
111,Californication/Red Hot Chili Peppers,['PbzSmith']
111,Say It (Over And Over Again)/John Coltrane Quartet,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
111,Shut up My Moms Calling/Hotel Ugly,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'suicidxbladxs']"
111,Sisyphus - Demo/Have a Nice Life,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
110,You Really Got Me - 2015 Remaster/Van Halen,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith', 'suicidxbladxs']"
110,裸足の季節/NUMBER GIRL,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs']"
109,Fear of the Dark - 2015 remaster/Iron Maiden,"['haimond', 'Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas', 'suicidxbladxs']"
108,451 Days/Loathe,"['haimond', 'OsvaldoMusicas', 'suicidxbladxs']"
108,Aggressive Evolution/Loathe,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
108,Cupid - Twin Ver./Fifty Fifty,"['haimond', 'Jackson_Joe', 'OsvaldoMusicas', 'PbzSmith']"
108,Infant Eyes - Remastered1998/Rudy Van Gelder Edition/Wayne Shorter,"['haimond', 'OsvaldoMusicas']"
108,It Was A Good Day/Ice Cube,"['Jackson_Joe', 'OsvaldoMusicas', 'suicidxbladxs']"
