weight,name,listeners
-0.014560797739984657,Screaming/Loathe/I Let It In And It Took Everything,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.014528733873713595,Sleep Walk/Deftones/Covers,"['Jackson_Joe', 'suicidxbladxs']"
-0.0145193265408621,Royal/Deftones/Diamond Eyes,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.014486215793137826,Cry/Cigarettes After Sex/Cry,"['haimond', 'suicidxbladxs']"
-0.014222382972970205,PRIDE./Kendrick Lamar/DAMN.,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01414920112440146,"She Is Inside, He Is Outside/MASS OF THE FERMENTING DREGS/World Is Yours","['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.014079903371672097,Lhabia/Deftones/Around the Fur,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.01405970103083544,Dream On/Aerosmith/Aerosmith,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.013986164860540414,goosebumps/Travis Scott/Birds in the Trap Sing McKnight,"['Jackson_Joe', 'PbzSmith', 'haimond', 'OsvaldoMusicas']"
-0.013954054764787657,Souvenir d'Italie/Lelio Luttazzi/Le mie preferite,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-0.013848971170195035,ひきずるビート/MASS OF THE FERMENTING DREGS/ゼロコンマ、色とりどりの世界,"['Jackson_Joe', 'haimond', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.013725447372324012,Goon Squad/Deftones/Koi No Yokan,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-0.013631148423586826,Kenny G/Matuê/Kenny G,"['haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.013540000248840556,Ain't No Sunshine/Bill Withers/Just as I Am,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1']"
-0.013519534122512618,Back to the Old House - 2011 Remaster/The Smiths/Louder Than Bombs,"['haimond', 'suicidxbladxs', 'Marcelosgc1']"
-0.013413536361488954,Apesar de você/Chico Buarque/Chico Buarque,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.013371308654386552,TORE UP/Don Toliver/HARDSTONE PSYCHO,"['Jackson_Joe', 'haimond']"
-0.01321311278014267,Músicas de amor nunca mais/BK/ICARUS,"['haimond', 'OsvaldoMusicas']"
-0.013184444222472816,透明少女/NUMBER GIRL/School Girl Distortional Addict,"['Marcelosgc1', 'OsvaldoMusicas']"
-0.013107234697677552,Teenager/Deftones/White Pony,"['Jackson_Joe', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.013060934307910544,Preciso Me Encontrar/Cartola/Raizes Do Samba,"['Jackson_Joe', 'PbzSmith', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.01306045411947125,Beneath the Mask/Lyn/PERSONA5 ORIGINAL SOUNDTRACK,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.013009397385418104,My Love Mine All Mine/Mitski/The Land Is Inhospitable and So Are We,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.013006169851896602,Numb/Linkin Park/Meteora,"['Jackson_Joe', 'PbzSmith', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.0129681134056937,Bored/Deftones/Adrenaline,"['Jackson_Joe', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.01295294347607567,Apocalypse/Cigarettes After Sex/Cigarettes After Sex,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1']"
-0.01289987407617043,Go Round/Cortex/Troupeau Bleu,"['Jackson_Joe', 'haimond', 'suicidxbladxs']"
-0.012898759845430999,Virgin Suicide/宇宙ネコ子/君のように生きれたら,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.012771290707914945,How Sweet/NewJeans/How Sweet,"['Jackson_Joe', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.012677765884190877,Do I Wanna Know?/Arctic Monkeys/AM,"['PbzSmith', 'suicidxbladxs', 'OsvaldoMusicas']"
-0.012544303088279817,Rickets/Deftones/Around the Fur,"['Jackson_Joe', 'haimond', 'suicidxbladxs', 'Marcelosgc1', 'OsvaldoMusicas']"
-0.012535569615779674,"One of the Girls (with JENNIE, Lily Rose Depp)/The Weeknd/The Idol Episode 4 (Music from the HBO Original Series)","['Jackson_Joe', 'haimond', 'suicidxbladxs', 'OsvaldoMusicas']"
